Station number,Station name,Region,Rainfall (mm),Latitude (°),Longitude (°),Elevation (m)
39123,GLADSTONE RADAR,QLD,9.6,-23.86,151.26,75
41506,BENGALLA TM,QLD,9.6,-28.66,150.67,228
51165,QUAMBONE STATION COMPARISON,NSW,9.6,-30.93,147.87,155
61055,NEWCASTLE NOBBYS SIGNAL STATION AWS,NSW,9.6,-32.92,151.80,33
63022,COWRA AG RESEARCH STATION,NSW,9.6,-33.80,148.70,360
70242,ARANDA (BINDAGA ST),NSW,9.6,-35.26,149.07,630
82139,HUNTERS HILL,VIC,9.6,-36.21,147.54,981
88029,HEATHCOTE,VIC,9.6,-36.96,144.70,311
94239,LESLIE VALE,TAS,9.6,-42.96,147.24,305
39040,GIN GIN POST OFFICE,QLD,9.5,-24.99,151.96,64
51042,QUAMBONE STATION,NSW,9.5,-30.93,147.87,152
7212,GINGINJIBBY,WA,9.4,-24.61,117.65,-999
9007,CHIDLOW,WA,9.4,-31.86,116.27,300
9992,CAPEL NORTH,WA,9.4,-33.54,115.55,20
22018,WAROOKA,SA,9.4,-34.99,137.40,53
22031,MINLATON AERO,SA,9.4,-34.75,137.53,32
22803,CAPE WILLOUGHBY,SA,9.4,-35.84,138.13,55
23860,LONG RIDGE (GREENHILL),SA,9.4,-34.95,138.68,375
39083,ROCKHAMPTON AERO,QLD,9.4,-23.38,150.48,10
48243,LIGHTNING RIDGE VISITOR INFORMATION CENT,NSW,9.4,-29.43,147.97,154
51039,NYNGAN AIRPORT,NSW,9.4,-31.55,147.20,173
55245,NUNDLE (KEEVA),NSW,9.4,-31.50,151.03,670
58028,COALDALE (BELLONA),NSW,9.4,-29.38,152.79,140
61375,MANGROVE MOUNTAIN AWS,NSW,9.4,-33.29,151.21,305
87186,BALLAN (OLD MELBOURNE ROAD),VIC,9.4,-37.59,144.19,517
92144,MONAMETA (MATHINNA RD),TAS,9.4,-41.55,147.99,250
9636,COWARAMUP,WA,9.3,-33.84,115.07,120
9053,PEARCE RAAF,WA,9.2,-31.67,116.02,40
9710,BUREKUP,WA,9.2,-33.31,115.82,20
26012,KINGSTON SE,SA,9.2,-36.83,139.85,7
39290,BILOELA - VALBONA,QLD,9.2,-24.41,150.52,177
55066,WALLABADAH (WOODTON),NSW,9.2,-31.62,150.84,640
63039,KATOOMBA (FARNELLS RD),NSW,9.2,-33.71,150.30,1017
86074,MITCHAM,VIC,9.2,-37.82,145.19,155
9815,THE DUKE,WA,9.0,-33.88,122.57,61
26016,LUCINDALE POST OFFICE,SA,9.0,-36.97,140.37,30
39321,EIDSVOLD TM,QLD,9.0,-25.40,151.10,135
40947,CROFTBY ALERT,QLD,9.0,-28.15,152.57,173
48015,BREWARRINA HOSPITAL,NSW,9.0,-29.96,146.87,115
56028,URALLA (SALISBURY COURT),NSW,9.0,-30.73,151.51,1018
58222,MINNIE WATER (PUMP SHED),NSW,9.0,-29.78,153.26,30
59122,BELLBROOK (MACLEAY RIVER),NSW,9.0,-30.82,152.51,70
61078,WILLIAMTOWN RAAF,NSW,9.0,-32.79,151.84,8
61420,MIRANNIE (MAERANIE STATION),NSW,9.0,-32.39,151.37,178
70346,SUTTON (GOOLABRI DVE),NSW,9.0,-35.19,149.25,655
74148,NARRANDERA AIRPORT AWS,NSW,9.0,-34.71,146.51,145
82166,BLOOMFIELD PARK (EVERTON),VIC,9.0,-36.42,146.56,251
9018,GINGIN,WA,8.8,-31.35,115.90,92
26107,WILLALOOKA (NIOKA),SA,8.8,-36.44,140.34,41
63028,FAULCONBRIDGE (ST GEORGES CRESCENT),NSW,8.8,-33.69,150.53,460
81019,NAGAMBIE (GOULBURN WEIR),VIC,8.8,-36.72,145.17,122
90167,WINCHELSEA (POST OFFICE),VIC,8.8,-38.24,143.99,85
23720,HAHNDORF,SA,8.7,-35.02,138.81,341
9500,ALBANY,WA,8.6,-35.03,117.88,3
18192,NORTH SHIELDS (PORT LINCOLN AWS),SA,8.6,-34.60,135.88,9
33045,MACKAY AERO,QLD,8.6,-21.17,149.18,5
33170,MYSTERY PARK,QLD,8.6,-22.36,149.37,40
41546,AVOCA TM,QLD,8.6,-27.98,150.52,290
55337,CRAWNEY MOUNTAIN,NSW,8.6,-31.59,151.00,1444
72162,KHANCOBAN AWS,NSW,8.6,-36.23,148.14,339
82106,MIITA MITTA RIVER @ TALLANDOON,VIC,8.6,-36.41,147.23,280
92003,BICHENO (COUNCIL DEPOT),TAS,8.6,-41.87,148.30,11
96070,HERMITAGE (SHANNON RIVER),TAS,8.6,-42.26,146.88,500
123700,INGLEWOOD,SA,8.6,-34.81,138.77,372
41095,STANTHORPE LESLIE PARADE,QLD,8.5,-28.66,151.93,784
2009,GIBB RIVER,WA,8.4,-16.42,126.44,488
3093,FITZROY CROSSING AERO,WA,8.4,-18.18,125.56,115
9573,MANJIMUP,WA,8.4,-34.25,116.15,287
9865,WARRA JARRA,WA,8.4,-34.40,118.89,90
14031,CHARLES POINT,NT,8.4,-12.39,130.63,14
23108,LONGWOOD ALERT,SA,8.4,-35.05,138.73,458
23732,ADELAIDE (MORPHETT VALE),SA,8.4,-35.14,138.53,92
23753,WILLUNGA,SA,8.4,-35.27,138.56,104
24579,MT TORRENS,SA,8.4,-34.88,138.97,520
32064,PALUMA IVY COTTAGE,QLD,8.4,-19.01,146.21,878
33210,ST LAWRENCE,QLD,8.4,-22.35,149.52,9
40170,PECHEY FORESTRY,QLD,8.4,-27.30,152.05,667
72152,ARGALONG (SANDY CREEK),NSW,8.4,-35.32,148.43,700
9039,SERPENTINE,WA,8.2,-32.35,116.01,120
9178,GINGIN AERO,WA,8.2,-31.46,115.86,73
9275,MUCHEA,WA,8.2,-31.59,115.97,60
23866,VERDUN,SA,8.2,-35.01,138.80,315
40212,EAGLE FARM RACECOURSE,QLD,8.2,-27.43,153.07,12
51160,GILGANDRA (ROSEWOOD),NSW,8.2,-31.70,148.63,288
57114,BARYULGIL (CLARENCE RIVER),NSW,8.2,-29.20,152.60,-999
63292,MOUNT BOYCE AWS,NSW,8.2,-33.62,150.27,1080
73151,TEMORA AIRPORT,NSW,8.2,-34.43,147.51,281
78073,KANIVA COMPARISON,VIC,8.2,-36.37,141.24,142
90077,TERANG,VIC,8.2,-38.24,142.92,131
90173,HAMILTON AIRPORT,VIC,8.2,-37.65,142.06,241
93053,ROSS (THE BOULEVARDS),TAS,8.2,-42.03,147.50,186
9538,DWELLINGUP,WA,8.0,-32.71,116.06,267
10073,KELLERBERRIN,WA,8.0,-31.62,117.72,250
10310,WERRIBEE,WA,8.0,-31.77,116.33,295
18086,TUMBY BAY,SA,8.0,-34.38,136.10,2
22009,MINLATON,SA,8.0,-34.77,137.60,70
23000,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),SA,8.0,-34.93,138.58,29
23723,INMAN VALLEY,SA,8.0,-35.49,138.47,91
23787,BALHANNAH (GUMBOOYA),SA,8.0,-35.02,138.86,406
23880,IRONSTONE ROAD,SA,8.0,-34.76,138.93,440
23881,CROMER ROAD,SA,8.0,-34.77,139.01,455
23911,MYLOR (BIGGS FLAT),SA,8.0,-35.06,138.76,312
39128,BUNDABERG AERO,QLD,8.0,-24.91,152.32,31
40841,CROFTBY TM,QLD,8.0,-28.15,152.57,162
40979,MORAYFIELD (PETERSEN RD) ALERT,QLD,8.0,-27.12,152.94,24
44232,THE 27 MILE GARDEN AL,QLD,8.0,-26.08,146.42,324
57079,WOLLOMOMBI (WOLLOMOMBI RIVER),NSW,8.0,-30.52,152.04,900
60128,NUNDLE (BARRY (BARNARD RIVER)),NSW,8.0,-31.58,151.32,610
63081,FAULCONBRIDGE (GREAT WESTERN HWY),NSW,8.0,-33.69,150.55,428
70214,PARKERS GAP,NSW,8.0,-35.63,149.50,1249
74127,WAGGA WAGGA (GURWOOD STREET),NSW,8.0,-35.11,147.36,180
96038,VERWOOD (ISIS RIVER),TAS,8.0,-42.06,147.29,308
18044,KYANCUTTA,SA,7.9,-33.13,135.55,59
1006,WYNDHAM AERO,WA,7.8,-15.51,128.15,4
23005,ADELAIDE (GLEN OSMOND),SA,7.8,-34.95,138.65,128
33023,FARLEIGH CO-OP SUGAR MILL,QLD,7.8,-21.10,149.10,47
56034,URALLA (DUMARESQ ST),NSW,7.8,-30.64,151.49,1012
81085,DUNOLLY,VIC,7.8,-36.86,143.73,210
86035,ELTHAM,VIC,7.8,-37.70,145.16,44
87185,POINT COOK RAAF,VIC,7.8,-37.93,144.76,3
90187,BOONAH,VIC,7.8,-38.41,143.98,-999
92153,COPPING (YAXLEY ESTATE),TAS,7.8,-42.82,147.79,150
9264,TAMALA PARK (MINDARIE),WA,7.7,-31.71,115.72,20
2043,MOUNT KRAUSS,WA,7.6,-18.34,126.12,160
9274,MINSTON PARK,WA,7.6,-31.26,116.13,298
23114,BEAUMONT,SA,7.6,-34.95,138.66,225
23733,MOUNT BARKER,SA,7.6,-35.07,138.85,359
23920,WOODSIDE (WICKS ESTATE),SA,7.6,-34.96,138.87,348
29127,MOUNT ISA AERO,QLD,7.6,-20.68,139.49,340
35186,BLACKDOWN TABLELAND AL,QLD,7.6,-23.77,149.12,952
51161,COONAMBLE AIRPORT AWS,NSW,7.6,-30.98,148.38,181
53002,BARADINE FORESTRY,NSW,7.6,-30.95,149.07,302
53033,PALLAMALLAWA POST OFFICE,NSW,7.6,-29.47,150.14,230
63061,TRUNKEY (OLD POST OFFICE),NSW,7.6,-33.82,149.32,840
69138,ULLADULLA AWS,NSW,7.6,-35.36,150.48,36
80091,KYABRAM,VIC,7.6,-36.34,145.06,105
81087,BUNGEET (HIGHLANDS),VIC,7.6,-36.26,146.04,274
87031,LAVERTON RAAF,VIC,7.6,-37.86,144.76,20
61349,GOSTWYCK BRIDGE (PATERSON RIVER),NSW,7.5,-32.57,151.61,-999
23786,BIRDWOOD (MCVITTIE\'S HILL),SA,7.4,-34.83,139.01,484
23892,MONTACUTE,SA,7.4,-34.89,138.76,312
23916,BELLEVUE HEIGHTS,SA,7.4,-35.03,138.59,210
33295,ALVA BEACH,QLD,7.4,-19.46,147.48,8
43108,BENDOBA TM,QLD,7.4,-25.96,148.39,470
66141,MONA VALE GOLF CLUB,NSW,7.4,-33.68,151.31,10
72150,WAGGA WAGGA AMO,NSW,7.4,-35.16,147.46,212
73014,GRENFELL (MANGANESE RD),NSW,7.4,-33.89,148.15,390
88167,PUCKAPUNYAL LYON HILL (DEFENCE),VIC,7.4,-36.94,145.05,193
89112,WESTMERE,VIC,7.4,-37.71,142.94,226
94222,KINGSTON (GREENHILL DRIVE),TAS,7.4,-42.97,147.30,54
99005,FLINDERS ISLAND AIRPORT,TAS,7.4,-40.09,148.00,9
2069,KACHANA,WA,7.3,-16.44,127.78,270
9776,ASTON DOWNS ALERT,WA,7.2,-33.79,115.32,80
9964,ROCKY GULLY,WA,7.2,-34.57,117.01,250
11022,OLD EUCLA,WA,7.2,-31.71,128.89,5
23896,ATHELSTONE (BLACK HILL ALERT),SA,7.2,-34.88,138.71,238
33195,WILLIAMSON,QLD,7.2,-22.47,150.18,28
61071,STROUD POST OFFICE,NSW,7.2,-32.40,151.97,44
61366,NORAH HEAD AWS,NSW,7.2,-33.28,151.58,19
81083,EPPALOCK RESERVOIR,VIC,7.2,-36.85,144.53,201
90021,COBDEN (POST OFFICE),VIC,7.2,-38.33,143.08,134
90176,MORTLAKE RACECOURSE,VIC,7.2,-38.07,142.77,130
93049,MOUNT SEYMOUR,TAS,7.2,-42.37,147.46,628
99015,WHITEMARK POST OFFICE,TAS,7.2,-40.12,148.02,5
9784,KIMBERLEY,WA,7.0,-34.93,117.16,80
9813,MOUNT HOWICK,WA,7.0,-33.73,122.76,110
18012,CEDUNA AMO,SA,7.0,-32.13,133.70,15
41365,PIKEDALE TM,QLD,7.0,-28.65,151.63,560
54029,WARIALDA POST OFFICE,NSW,7.0,-29.54,150.58,320
55262,OGUNBIL (AMAROO),NSW,7.0,-31.35,151.32,585
58231,GRAFTON SOUTH (SOUTH GRAFTON (CLARENCE,NSW,7.0,-29.77,152.92,77
61195,MURRURUNDI (TIMOR),NSW,7.0,-31.77,151.08,415
65111,COWRA AIRPORT AWS,NSW,7.0,-33.84,148.65,300
70308,TORRENS (DARKE ST),NSW,7.0,-35.38,149.09,653
78030,TELOPEA DOWNS (MEENGO RAIN GAUGE),VIC,7.0,-36.08,141.10,142
86131,YAN YEAN,VIC,7.0,-37.56,145.13,198
86388,FRANKSTON (BALLAM PARK),VIC,7.0,-38.15,145.16,59
88124,TABILK (TAHBILK WINERY),VIC,7.0,-36.83,145.09,131
89018,LISMORE (POST OFFICE),VIC,7.0,-37.95,143.34,178
92020,LEWIS HILL (ST PAULS RIVER),TAS,7.0,-41.82,147.96,229
40490,CARNEYS CREEK THE RANCH,QLD,6.9,-28.21,152.54,268
9258,ANKETELL,WA,6.8,-32.22,115.88,18
22014,PORT VINCENT,SA,6.8,-34.78,137.86,8
23042,BURNSIDE,SA,6.8,-34.94,138.66,-999
23719,GUMERACHA,SA,6.8,-34.82,138.89,339
43006,MOOGA HILLS TM,QLD,6.8,-26.25,148.95,380
48027,COBAR MO,NSW,6.8,-31.48,145.83,260
48190,GOODOOGA (WIRRAWA),NSW,6.8,-29.35,147.40,131
50144,DANDALOO (HAZELBROOK) COMPARISON,NSW,6.8,-32.38,147.73,209
52023,PILLIGA POST OFFICE,NSW,6.8,-30.35,148.88,162
55202,GUNNEDAH AIRPORT AWS,NSW,6.8,-30.95,150.25,263
56202,BLACK SWAMP (MAXWELL),NSW,6.8,-28.98,152.16,820
81034,MOOROOPNA,VIC,6.8,-36.40,145.34,108
92146,LAKE LEAKE (FWS),TAS,6.8,-42.01,147.80,570
109521,WITCHCLIFFE WEST,WA,6.8,-34.03,115.06,85
78086,JEPARIT,VIC,6.7,-36.14,141.99,81
7185,PARABURDOO AERO,WA,6.6,-23.17,117.75,424
9619,WILGARRUP,WA,6.6,-34.15,116.20,240
29126,MOUNT ISA MINE,QLD,6.6,-20.74,139.48,381
35007,BAUHINIA DOWNS STORE,QLD,6.6,-24.57,149.29,146
46115,TILPA (TREVALLYN),NSW,6.6,-31.39,144.04,90
74118,WHITTON (CONAPAIRA ST),NSW,6.6,-34.51,146.18,132
75178,MERRIWAGGA (OLD SCHOOL CARAVAN PARK) COM,NSW,6.6,-33.81,145.63,179
81120,RUSHWORTH (RAGLUS),VIC,6.6,-36.58,145.01,160
81127,AVOCA RIVER AT ARCHDALE JUNCTION,VIC,6.6,-36.89,143.50,-999
86350,WALLAN,VIC,6.6,-37.42,144.98,341
89034,WILLAURA (MAIN STREET),VIC,6.6,-37.55,142.74,250
90022,COLAC AIRPORT,VIC,6.6,-38.28,143.66,122
95046,BOTHWELL (CLYDE RIVER),TAS,6.6,-42.38,147.00,350
9243,WOODRIDGE ESTATE,WA,6.5,-31.34,115.57,30
7008,BRYAH,WA,6.4,-25.51,118.80,550
9021,PERTH AIRPORT,WA,6.4,-31.93,115.98,15
23140,MITCHELL PARK (MARION),SA,6.4,-35.01,138.56,32
33060,PLEYSTOWE SUGAR MILL,QLD,6.4,-21.14,149.04,27
41525,WARWICK,QLD,6.4,-28.21,152.10,475
55044,BOGGABRI (RETREAT),NSW,6.4,-30.70,150.28,302
61377,SWANSEA (CATHERINE ST),NSW,6.4,-33.09,151.63,3
74261,BECKOM (WALLEROOBIE (GOLDEN VALLEY)),NSW,6.4,-34.53,146.98,249
80130,WEST PRAIRIE,VIC,6.4,-36.27,144.17,104
81125,SHEPPARTON AIRPORT,VIC,6.4,-36.43,145.39,114
87068,MOORABOOL RIVER AT LAL LAL,VIC,6.4,-37.65,144.04,-999
89025,SKIPTON (GOLF COURSE),VIC,6.4,-37.69,143.37,299
89074,DERRINALLUM (POST OFFICE),VIC,6.4,-37.95,143.22,177
9225,PERTH METRO,WA,6.2,-31.92,115.87,25
14149,HOWARD SPRINGS NATURE PARK,NT,6.2,-12.46,131.05,34
23105,BROWNHILL CREEK (SCOTCH COLLEGE),SA,6.2,-34.98,138.62,116
26100,PADTHAWAY SOUTH,SA,6.2,-36.65,140.52,37
55024,GUNNEDAH RESOURCE CENTRE,NSW,6.2,-31.03,150.27,307
55049,QUIRINDI POST OFFICE,NSW,6.2,-31.51,150.68,390
61339,CLARENCETOWN (MILL DAM FALLS (WILLIAMS R,NSW,6.2,-32.56,151.80,10
64027,COONABARABRAN (BARINA -TM),NSW,6.2,-31.31,149.20,615
68262,HIGH RANGE AWS (WANGANDERRY),NSW,6.2,-34.33,150.27,814
81046,STANHOPE,VIC,6.2,-36.44,144.98,108
87042,MEREDITH,VIC,6.2,-37.83,144.06,355
92154,LITTLE SWANPORT (LISDILLON FARM),TAS,6.2,-42.29,148.00,20
94029,HOBART (ELLERSLIE ROAD),TAS,6.2,-42.89,147.33,51
94143,MAURICETON (JORDAN RIVER),TAS,6.2,-42.53,147.12,149
94172,TEA TREE (THE POINT),TAS,6.2,-42.65,147.36,345
9613,WARNER GLEN,WA,6.0,-34.14,115.23,30
9965,BUNBURY,WA,6.0,-33.36,115.64,5
10619,NYABING,WA,6.0,-33.54,118.15,330
22008,MAITLAND,SA,6.0,-34.37,137.67,185
23115,ADELAIDE (KESWICK),SA,6.0,-34.95,138.58,34
23314,RIVERTON,SA,6.0,-34.16,138.75,265
23754,YANKALILLA,SA,6.0,-35.46,138.35,45
25006,KAROONDA,SA,6.0,-35.09,139.90,72
32032,MACKNADE SUGAR MILL,QLD,6.0,-18.59,146.25,8
35070,TAROOM POST OFFICE,QLD,6.0,-25.64,149.80,199
35073,TOLINESS STATION,QLD,6.0,-25.32,146.02,335
35124,CLERMONT AIRPORT,QLD,6.0,-22.78,147.62,270
39073,MUNDUBBERA,QLD,6.0,-25.59,151.30,143
39352,BUNDABERG ALERT,QLD,6.0,-24.86,152.35,17
41112,GIDDI GIDDI SOUTH TM,QLD,6.0,-28.40,150.05,196
41457,COOLMUNDA DAM,QLD,6.0,-28.42,151.21,321
41534,WARWICK ALERT,QLD,6.0,-28.21,152.03,448
43075,MUNNAWEENA,QLD,6.0,-25.80,147.95,424
55308,BENDEMEER (BONNA),NSW,6.0,-30.88,151.16,830
60069,COOPLACURRIPA,NSW,6.0,-31.63,151.96,252
61382,WYONG (KULNURA (JEAVONS)),NSW,6.0,-33.17,151.22,270
61406,NEWCASTLE (BLACKSMITHS),NSW,6.0,-33.08,151.65,2
61418,BARRINGTON TOPS (MOUNT BARRINGTON),NSW,6.0,-32.04,151.40,1549
68218,WATTAMOLLA (GRIFFITHS),NSW,6.0,-34.72,150.65,140
70278,COOMA VISITORS CENTRE,NSW,6.0,-36.23,149.12,778
73100,BUMBALDRY (BUSHVIEW),NSW,6.0,-33.91,148.44,465
79105,STAWELL AERODROME,VIC,6.0,-37.07,142.74,235
80056,TONGALA,VIC,6.0,-36.25,144.96,104
80109,COBRAM (GOULBURN MURRAY),VIC,6.0,-35.91,145.64,113
81008,COLBINABBIN,VIC,6.0,-36.54,144.78,144
81049,TATURA INST SUSTAINABLE AG,VIC,6.0,-36.44,145.27,114
84118,WONNANGATTA RIVER @ WATERFORD,VIC,6.0,-37.49,147.17,200
9248,MOONDAH BROOK,WA,5.8,-31.33,115.95,113
9822,DALYUP PARK,WA,5.8,-33.78,121.56,30
9971,ACTON PARK,WA,5.8,-33.78,115.41,120
9994,COLLIE EAST,WA,5.8,-33.36,116.17,200
23101,FELIXSTOW (PAYNEHAM),SA,5.8,-34.89,138.64,45
23879,CUDLEE CREEK (ODEA ROAD),SA,5.8,-34.85,138.88,492
25504,COONALPYN,SA,5.8,-35.69,139.85,22
43008,SPRINGDALE TM,QLD,5.8,-26.17,148.66,400
48168,ANGLEDOOL (ANGLEDOOL STATION),NSW,5.8,-29.12,147.90,150
48254,ANGLEDOOL (ANGLEDOOL STATION) COMPARISON,NSW,5.8,-29.12,147.90,149
55313,GOONOO GOONOO (GOONOO GOONOO CREEK),NSW,5.8,-31.27,150.92,450
64008,COONABARABRAN (SHOWGROUNDS),NSW,5.8,-31.28,149.28,520
70351,CANBERRA AIRPORT,NSW,5.8,-35.31,149.20,577
87016,MOORABOOL RIVER AT MORRISONS,VIC,5.8,-37.77,144.10,-999
87168,SHE OAKS,VIC,5.8,-37.91,144.13,237
92163,FINGAL (FLEMING ST),TAS,5.8,-41.64,147.98,255
94204,TEA TREE POINT,TAS,5.8,-42.65,147.36,350
2068,MARION DOWNS,WA,5.6,-17.07,126.85,460
3094,WINDJANA GORGE,WA,5.6,-17.42,124.92,95
7177,MININER,WA,5.6,-23.60,117.69,450
9585,NANNUP,WA,5.6,-33.98,115.77,100
32197,INNISFAIL AERODROME,QLD,5.6,-17.56,146.01,12
41540,BEARDY JUNCTION,QLD,5.6,-29.17,151.34,326
55312,MANILLA (MUSEUM),NSW,5.6,-30.75,150.72,358
74258,DENILIQUIN AIRPORT AWS,NSW,5.6,-35.56,144.95,94
81016,ELMORE,VIC,5.6,-36.50,144.61,130
90005,BEEAC (POST OFFICE),VIC,5.6,-38.20,143.64,120
92149,GRINDSTONE POINT,TAS,5.6,-42.45,147.98,10
92158,NUGENT (TWILIGHT VALLEY TBRG),TAS,5.6,-42.72,147.75,318
94195,TUNNACK FIRE STATION,TAS,5.6,-42.45,147.46,462
86210,BONBEACH (CARRUM (PATTERSON RIVER COUNTR,VIC,5.5,-38.07,145.13,5
9268,JULIMAR FOREST,WA,5.4,-31.46,116.37,342
9912,FERGUSON VALLEY,WA,5.4,-33.45,115.85,120
14226,HUMPTY DOO COLLARD ROAD,NT,5.4,-12.58,131.08,30
23085,ROSSLYN PARK (SEAVIEW),SA,5.4,-34.92,138.68,179
23731,CUDLEE CREEK (MILLBROOK RESERVOIR),SA,5.4,-34.83,138.82,315
26026,ROBE,SA,5.4,-37.16,139.76,3
26105,ROBE AIRFIELD,SA,5.4,-37.18,139.81,3
41464,OAKINGTON,QLD,5.4,-28.15,152.33,602
51038,NEVERTIRE (CLYDE ST),NSW,5.4,-31.84,147.72,197
52020,MUNGINDI POST OFFICE,NSW,5.4,-28.98,148.99,160
73142,COOTAMUNDRA AIRPORT,NSW,5.4,-34.63,148.04,335
73150,STOCKINBINGAL (SUNNYDALE),NSW,5.4,-34.53,147.84,340
75039,LAKE CARGELLIGO AIRPORT,NSW,5.4,-33.28,146.37,169
89104,LEIGH RIVER @ MOUNT MERCER,VIC,5.4,-37.81,143.92,-999
2036,OLD MORNINGTON HOMESTEAD,WA,5.2,-17.39,126.23,280
23055,ADELAIDE AIRPORT ALERT,SA,5.2,-34.95,138.52,2
26095,CAPE JAFFA (THE LIMESTONE),SA,5.2,-36.97,139.72,17
41522,DALBY AIRPORT,QLD,5.2,-27.16,151.26,346
61428,MAITLAND AIRPORT AWS,NSW,5.2,-32.70,151.49,28
69055,GREEN CAPE LIGHTHOUSE,NSW,5.2,-37.26,150.05,20
79040,ST ARNAUD,VIC,5.2,-36.62,143.26,240
94212,CAMPANIA (KINCORA),TAS,5.2,-42.69,147.43,45
94254,DUNALLEY (STROUD POINT),TAS,5.2,-42.90,147.79,12
109507,FERGUSON VALLEY ALERT,WA,5.2,-33.44,115.85,160
7083,TUREE CREEK,WA,5.0,-23.62,118.66,530
7209,COBRA AIRSTRIP,WA,5.0,-24.20,116.48,373
9789,ESPERANCE,WA,5.0,-33.83,121.89,25
9978,JINDONG,WA,5.0,-33.76,115.21,42
18024,DARKE PEAK,SA,5.0,-33.47,136.21,165
18106,NULLARBOR,SA,5.0,-31.45,130.90,64
22056,MAITLAND (CARINYA RNDSUP),SA,5.0,-34.40,137.72,202
23877,KERSBROOK,SA,5.0,-34.79,138.87,350
24583,WOODSIDE (INVERBRACKIE),SA,5.0,-34.95,138.93,447
24590,MOUNT PLEASANT WTP,SA,5.0,-34.80,139.05,475
27054,COCONUT ISLAND,QLD,5.0,-10.05,143.07,4
33300,DUMBLETON ROCKS ALERT,QLD,5.0,-21.14,149.08,0
33301,WHITEFORD\'S ALERT,QLD,5.0,-21.32,148.84,58
39320,JONES WEIR TW TM,QLD,5.0,-25.59,151.30,104
41531,GLENGALLAN CREEK ALERT,QLD,5.0,-28.12,152.06,460
41548,TEXAS TM,QLD,5.0,-28.87,151.16,272
42036,BAWNDUGGIE AL,QLD,5.0,-26.16,150.84,380
43080,KAROOLA PARK,QLD,5.0,-27.23,148.74,249
48237,COBAR AIRPORT AWS,NSW,5.0,-31.54,145.80,218
50014,CONDOBOLIN RETIREMENT VILLAGE,NSW,5.0,-33.08,147.15,220
63271,TUENA (WYOMING),NSW,5.0,-34.04,149.36,510
64017,COONABARABRAN AIRPORT AWS,NSW,5.0,-31.33,149.27,645
64029,DUNEDOO (SHELL),NSW,5.0,-32.02,149.39,390
67065,HORNSBY (SWIMMING POOL),NSW,5.0,-33.70,151.10,180
69137,GREEN CAPE AWS,NSW,5.0,-37.26,150.05,19
69145,MORUYA (PLUMWOOD),NSW,5.0,-35.98,149.86,930
70339,TUGGERANONG (ISABELLA PLAINS) AWS,NSW,5.0,-35.42,149.09,587
80015,ECHUCA AERODROME,VIC,5.0,-36.16,144.76,96
89103,DERRINALLUM (CRAIGMORE),VIC,5.0,-37.97,143.22,173
90024,COLERAINE HOSPITAL,VIC,5.0,-37.60,141.69,114
93046,BIRRALEE CREEK,TAS,5.0,-42.31,147.57,390
94022,FORT DIRECTION,TAS,5.0,-43.04,147.41,26
94064,WATTLE HILL,TAS,5.0,-42.76,147.62,104
7208,MOUNT AUGUSTUS AIRSTRIP,WA,4.8,-24.31,116.91,389
9193,ROTTNEST ISLAND,WA,4.8,-32.01,115.50,43
9803,CHAPMAN HILL,WA,4.8,-33.78,115.34,60
9999,ALBANY AIRPORT,WA,4.8,-34.94,117.82,68
10307,QUADNEY,WA,4.8,-31.79,116.63,310
18176,COWELL (WINTER SPRINGS),SA,4.8,-33.34,136.75,281
22017,STANSBURY,SA,4.8,-34.91,137.80,5
22054,PINE POINT (AMELIA DOWNS),SA,4.8,-34.56,137.86,70
23013,PARAFIELD AIRPORT,SA,4.8,-34.80,138.63,10
23143,MORPHETTVILLE,SA,4.8,-34.98,138.54,17
23871,SELLICKS BEACH,SA,4.8,-35.32,138.46,25
23922,FORRESTON ALERT,SA,4.8,-34.79,138.90,392
50137,CONDOBOLIN AIRPORT AWS,NSW,4.8,-33.07,147.21,193
52088,WALGETT AIRPORT AWS,NSW,4.8,-30.04,148.12,133
58077,GRAFTON RESEARCH STN,NSW,4.8,-29.62,152.96,25
61209,PUTTY TEA ROOMS,NSW,4.8,-32.96,150.68,280
63032,GOLSPIE (AYRSTON),NSW,4.8,-34.28,149.67,855
64009,DUNEDOO POST OFFICE,NSW,4.8,-32.02,149.40,388
70043,GUNNING RURAL SUPPLIES,NSW,4.8,-34.78,149.27,578
73019,JUNEE TREATMENT WORKS,NSW,4.8,-34.85,147.57,280
73115,BRUNGLE (BONNIE DOON),NSW,4.8,-35.16,148.23,265
79036,NATIMUK,VIC,4.8,-36.74,141.94,122
80049,ROCHESTER,VIC,4.8,-36.36,144.71,114
81123,BENDIGO AIRPORT,VIC,4.8,-36.74,144.33,209
93059,FOSTERVILLE,TAS,4.8,-41.93,147.43,177
94255,DENNES POINT,TAS,4.8,-43.06,147.36,6
109513,MUMBALLUP ORGANICS,WA,4.8,-33.54,116.12,246
9518,CAPE LEEUWIN,WA,4.6,-34.37,115.14,13
9752,DENBARKER,WA,4.6,-34.75,117.34,205
10076,KONNONGORRING,WA,4.6,-31.06,116.73,240
18040,KIMBA,SA,4.6,-33.14,136.41,280
23034,ADELAIDE AIRPORT,SA,4.6,-34.95,138.52,2
23705,BIRDWOOD,SA,4.6,-34.80,138.95,389
31213,CAPE FLATTERY,QLD,4.6,-14.97,145.31,19
40455,DUNOLLIE,QLD,4.6,-25.85,151.37,152
